"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tekken 7","4365","112620","24","52","2078","28.563573"
"2","Judgment","2475","60750","23","46","1268","30.739393"
"3","Music","2430","59295","23","42","2402","59.308641"
"4","Danganronpa 2: Goodbye Despair","1125","27975","24","37","369","19.68"
"5","Shenmue","975","20550","21","34","316","19.446153"
"6","Fight Night Champion","825","22620","25","50","357","25.963636"
"7","JoJo's Bizarre Adventure: Eyes of Heaven","765","20205","27","34","322","25.254901"
"8","Dragon Quest Heroes: The World Tree's Woe and the Blight Below","690","14445","21","42","338","29.391304"
"9","Yakuza 0","495","11445","24","30","150","18.181818"
"10","SoulCalibur VI","480","12630","26","32","268","33.5"
"11","Devil May Cry HD Collection","405","7065","17","26","92","13.629629"
"12","Detroit: Become Human","390","7575","18","35","140","21.538461"
"13","Naruto Shippuden: Ultimate Ninja Storm 2","390","8340","24","32","213","32.76923"
"14","Attack on Titan 2: Final Battle","270","7380","24","32","72","16"
"15","Shenmue I & II","270","5655","20","25","87","19.333333"
"16","Street Fighter V","255","5880","23","26","114","26.823529"
"17","BlazBlue: Central Fiction","255","5565","23","30","118","27.764705"
"18","SAMURAI SHODOWN","225","6840","31","40","99","26.4"
"19","Super Smash Bros. Ultimate","195","4875","25","29","102","31.384615"
"20","Just Chatting","165","5220","31","37","97","35.272727"
"21","BlazBlue: Cross Tag Battle","165","3690","21","31","50","18.181818"
"22","Golf With Your Friends","165","4755","28","43","77","28"
"23","Naruto: Ultimate Ninja Storm","150","4035","26","33","79","31.6"
"24","The Legend of Zelda: Twilight Princess HD","150","3795","25","29","66","26.4"
"25","Super Mario Maker 2","105","2595","24","30","44","25.142857"
"26","Songbird Symphony","90","1410","15","22","30","20"
"27","KILL la KILL: IF","90","1590","17","29","58","38.666666"
"28","Devil May Cry 5","75","1650","22","24","28","22.4"
"29","Fire Emblem: Three Houses","75","1650","22","24","31","24.8"
"30","Melty Blood Actress Again Current Code","75","1110","14","17","32","25.6"
"31","Naruto Shippuden: Ultimate Ninja Storm 4","75","2460","32","38","28","22.4"
"32","Mario Tennis Aces","60","1950","32","35","14","14"
"33","Stick Fight: The Game","45","1815","40","42","33","44"
"34","Guilty Gear XX Accent Core Plus R","45","765","17","18","10","13.333333"
"35","Kingdom Hearts HD 1.5 + 2.5 ReMIX","45","1275","28","29","28","37.333333"
"36","Splatoon 2","45","1515","33","34","12","16"
"37","Ultra Street Fighter IV","45","690","15","16","22","29.333333"
"38","Shenmue II","30","600","20","21","24","48"
"39","Under Night In-Birth Exe:Late[st]","30","705","23","24","18","36"
"40","Call of Duty: Black Ops 4","15","225","15","15","7","28"
