"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Detroit: Become Human","135","405","3","5","16","7.111111"
"2","Judgment","120","195","1","3","5","2.5"
"3","Judgement","105","555","5","8","21","12"
"4","KILL la KILL: IF","60","60","1","2","5","5"
