"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Battle Brothers","990","6240","5","15","194","11.757575"
"2","Icewind Dale: Enhanced Edition","360","1770","4","9","83","13.833333"
"3","Tropico 6","285","1590","5","7","65","13.68421"
"4","West of Loathing","180","855","3","9","23","7.666666"
"5","Catherine","105","390","4","7","12","6.857142"
"6","Death Road to Canada","105","705","6","9","7","4"
"7","Papers, Please","90","525","5","8","21","14"
"8","Nimbatus: The Space Drone Constructor","75","405","5","7","11","8.8"
"9","Drawful 2","60","375","6","7","12","12"
"10","Friday the 13th: The Game","60","135","2","4","7","7"
"11","Party Hard","60","525","8","11","9","9"
"12","The Talos Principle","45","300","6","7","9","12"
