"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","8985","20010","1","14","564","3.766277"
"2","Grand Theft Auto V","210","330","1","4","7","2"
"3","Team Fortress 2","45","90","2","3","2","2.666666"
