"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Yakuza 5","3285","955230","291","524","25265","461.461187"
"2","Just Chatting","2520","572595","217","396","38728","922.095238"
"3","The Forest","1935","555975","287","404","16993","526.914728"
"4","Doraemon: Nobita no Bokujō Monogatari","870","225255","258","344","7674","529.241379"
"5","Streets of Rogue","690","155535","224","258","6940","603.47826"
"6","Super Seducer 2","510","116925","224","277","4340","510.588235"
"7","Life Goes On: Done to Death","450","93030","206","275","3305","440.666666"
"8","Super Seducer","375","87330","232","273","3485","557.6"
"9","60 Seconds!","300","89385","283","377","4505","901"
"10","My Friend Pedro","225","47505","211","232","1820","485.333333"
"11","Distraint 2","180","42285","234","272","1507","502.333333"
"12","DISTRAINT","150","40095","267","295","1845","738"
"13","60 Parsecs!","105","31110","296","364","1235","705.714285"
"14","Games + Demos","75","16740","223","246","1063","850.4"
"15","Florence","60","11430","190","208","370","370"
