"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","2970","110415","36","72","34177","690.444444"
"2","Just Chatting","1140","36405","29","66","24894","1310.210526"
"3","Tom Clancy's Rainbow Six Siege","840","25125","28","41","12943","924.5"
"4","League of Legends","405","13260","32","51","2276","337.185185"
"5","Teamfight Tactics","360","10875","30","47","2432","405.333333"
"6","Wolfenstein: Youngblood","330","10215","32","42","6502","1182.181818"
"7","Assassin's Creed Odyssey","300","7890","26","36","1672","334.4"
"8","New Super Mario Bros. U","300","11280","36","53","1874","374.8"
"9","Games + Demos","270","7905","30","40","1328","295.111111"
"10","Satisfactory","255","9480","37","48","1329","312.705882"
"11","Fortnite","180","6405","34","48","1406","468.666666"
"12","ARK: Survival Evolved","165","5190","31","40","762","277.090909"
"13","The Binding of Isaac: Repentance","165","4470","26","37","1497","544.363636"
"14","World of Warcraft","120","4935","41","46","707","353.5"
"15","Totally Reliable Delivery Service","60","1815","30","37","252","252"
"16","Void Bastards","30","825","27","35","414","828"
"17","Cadence of Hyrule: Crypt of the NecroDancer Featuring the Legend of Zelda","30","945","31","34","164","328"
"18","Overwatch","30","555","18","25","155","310"
"19","Enter the Gungeon","15","225","15","15","0","0"
