"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Maker 2","480","55515","112","167","1269","158.625"
"2","The Legend of Zelda: Link's Awakening DX","255","18390","71","96","837","196.941176"
"3","Dragon Quest Builders 2","165","9780","59","85","313","113.818181"
"4","Forza Horizon 4","150","9855","65","120","254","101.6"
"5","Just Chatting","120","14505","120","143","152","76"
"6","Crash Team Racing Nitro-Fueled","120","11715","102","127","343","171.5"
"7","Pro Evolution Soccer 2019","105","6705","63","75","155","88.571428"
"8","eFootball PES 2020","75","5925","79","88","108","86.4"
"9","Fort Boyard","75","10650","142","214","399","319.2"
"10","Gears 5","45","4830","107","114","99","132"
"11","Resident Evil: Revelations","45","4905","109","113","79","105.333333"
"12","Fire Emblem: Three Houses","45","5175","115","118","167","222.666666"
"13","Goat Simulator","15","1650","110","110","79","316"
