"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","2580","75960","25","230","4569","106.255813"
"2","Just Chatting","1905","46530","23","214","6680","210.3937"
"3","Rocket League","1290","34665","21","708","2549","118.558139"
"4","Minecraft","405","6660","16","24","236","34.962962"
"5","Brawlhalla","330","10935","27","89","396","72"
"6","Devil May Cry 5","270","3570","12","20","135","30"
"7","Pummel Party","165","2070","13","20","86","31.272727"
"8","Golf It!","105","1560","14","20","72","41.142857"
"9","Portal 2","105","975","9","10","31","17.714285"
"10","Counter-Strike: Global Offensive","90","1455","15","21","40","26.666666"
"11","Marbles on Stream","75","1920","25","30","102","81.6"
"12","Haxball","60","915","15","17","53","53"
"13","BattleBlock Theater","30","420","14","15","46","92"
"14","Resident Evil 4","15","105","7","7","17","68"
