"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","World of Warships","8100","758445","89","167","19873","147.207407"
"2","Crusader Kings II","1080","31125","32","64","1380","76.666666"
"3","UBOAT","600","24495","36","91","1667","166.7"
"4","Europa Universalis IV","540","21645","38","102","798","88.666666"
"5","Escape from Tarkov","210","4710","22","41","207","59.142857"
"6","Kerbal Space Program","180","5250","29","37","257","85.666666"
"7","Beat Cop","105","5430","51","59","242","138.285714"
"8","Hearts of Iron IV","30","840","28","30","71","142"
"9","This Is the Police","30","2460","82","94","54","108"
"10","My Summer Car","15","330","22","22","71","284"
