"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Warframe","4995","774015","154","506","15840","190.27027"
"2","Conan Exiles","615","62355","100","132","1233","120.292682"
"3","Just Chatting","30","1425","47","64","0","0"
