"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Rocket League","5700","15645","2","10","843","8.873684"
"2","League of Legends","1050","2040","1","5","149","8.514285"
"3","Teamfight Tactics","510","825","1","4","98","11.529411"
"4","Counter-Strike: Global Offensive","255","570","1","5","36","8.470588"
"5","Killing Floor 2","195","255","1","2","16","4.923076"
"6","Rust","90","150","1","3","22","14.666666"
"7","Black Squad","45","165","3","5","8","10.666666"
"8","Overwatch","45","210","4","5","10","13.333333"
"9","Dead by Daylight","30","75","2","3","4","8"
"10","Minecraft","15","60","4","4","0","0"
"11","Left 4 Dead 2","15","30","2","2","3","12"
"12","Tom Clancy's Rainbow Six Siege","15","45","3","3","4","16"
"13","Call of Duty: Black Ops II","15","15","1","1","7","28"
