"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","DayZ","510","2850","5","10","76","8.941176"
"2","Anno 1800","150","1050","7","10","15","6"
"3","They Are Billions","105","435","4","6","17","9.714285"
"4","Parkitect","105","1860","10","43","125","71.428571"
"5","State of Decay 2","90","570","6","8","14","9.333333"
"6","Just Chatting","45","240","6","9","12","16"
"7","Sea of Solitude","30","210","7","7","0","0"
