"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","705","3615","4","12","88","7.489361"
"2","Super Smash Bros. Ultimate","420","1725","4","7","46","6.571428"
"3","Marvel Ultimate Alliance 3: The Black Order","195","960","4","8","13","4"
"4","Teamfight Tactics","15","15","1","1","8","32"
