"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead by Daylight","240","960","3","7","28","7"
"2","Call of Duty: Black Ops II","120","105","0","2","68","34"
"3","League of Legends","120","135","1","3","10","5"
"4","Zombie Army Trilogy","90","120","0","3","6","4"
"5","Fortnite","45","30","0","1","8","10.666666"
"6","Dying Light","45","15","0","1","5","6.666666"
"7","PUBG: BATTLEGROUNDS","45","150","3","5","20","26.666666"
"8","Grand Theft Auto V","30","0","0","0","0","0"
"9","Tomb Raider","15","15","1","1","0","0"
"10","Just Chatting","15","15","1","1","4","16"
