"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","They Are Billions","1995","12585","5","31","365","10.977443"
"2","Dead Cells","615","4695","6","14","148","14.439024"
"3","Tribes of Midgard","450","3345","7","20","80","10.666666"
"4","Tower Unite","435","3915","8","12","58","8"
"5","Monster Hunter: World","375","3870","9","20","84","13.44"
"6","To the Moon","300","2085","6","9","17","3.4"
"7","Sea of Thieves","135","1170","8","13","16","7.111111"
"8","Overwatch","105","750","7","10","10","5.714285"
"9","Watch Dogs 2","105","270","2","3","4","2.285714"
"10","Dauntless","105","1125","10","12","5","2.857142"
"11","SUPERHOT","90","180","1","3","5","3.333333"
"12","My Friend Pedro","90","420","4","6","0","0"
"13","Getting Over It with Bennett Foddy","60","720","12","14","3","3"
