"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","ARK: Survival Evolved","1800","234315","120","248","11464","382.133333"
"2","Stardew Valley","915","127620","138","186","5422","355.540983"
"3","Just Chatting","510","68745","100","191","4628","544.470588"
"4","Games + Demos","285","25305","89","135","2353","495.368421"
"5","Summer Catchers","270","35370","124","233","2238","497.333333"
"6","Red Dead Redemption 2","255","27075","106","154","2857","672.235294"
"7","Board Games","240","47790","199","269","2098","524.5"
"8","Minecraft","225","19005","84","115","6670","1778.666666"
"9","The Blackout Club","210","28410","135","164","1405","401.428571"
"10","Garry's Mod","180","13320","74","86","910","303.333333"
"11","Sansar","150","19710","131","160","1043","417.2"
"12","The Sims 4","135","30735","227","371","1623","721.333333"
"13","60 Seconds!","135","26610","197","245","977","434.222222"
"14","Human: Fall Flat","120","10050","83","96","921","460.5"
"15","Overwatch","75","3690","49","60","345","276"
"16","Monsters of Little Haven","75","16620","221","239","869","695.2"
"17","Duck Season","75","7065","94","118","820","656"
"18","Cooking Simulator","75","13650","182","195","635","508"
"19","TSIOQUE","60","5955","99","104","465","465"
"20","Worms W.M.D","60","6420","107","116","437","437"
"21","She Sees Red","45","4020","89","95","952","1269.333333"
"22","Songbird Symphony","30","6585","219","253","367","734"
"23","Golf It!","30","2820","94","99","141","282"
"24","Failed State","30","3315","110","114","255","510"
"25","Fate Hunters","15","1380","92","92","0","0"
"26","AWAY: The Survival Series","15","1380","92","92","323","1292"
"27","Unlisted on Twitch","15","1245","83","83","131","524"
"28","HALF DEAD 2","15","1590","106","106","107","428"
