"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead by Daylight","3180","32595","8","35","1519","28.660377"
"2","Gears 5","255","2235","8","13","142","33.411764"
"3","Resident Evil 6","240","1800","7","17","59","14.75"
"4","Friday the 13th: The Game","195","2175","9","35","215","66.153846"
"5","Human: Fall Flat","195","1455","7","11","58","17.846153"
"6","Unlisted on Twitch","180","1440","7","15","85","28.333333"
"7","A Way Out","165","1725","10","15","60","21.818181"
"8","Gang Beasts","120","945","7","13","45","22.5"
"9","Monster Hunter: World","105","1005","9","13","147","84"
"10","NHL 19","30","270","9","10","0","0"
