"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fire Emblem: Three Houses","1095","6360","5","26","175","9.589041"
"2","DARK SOULS III","915","3795","3","9","278","18.229508"
"3","Stardew Valley","750","8775","10","38","205","16.4"
"4","Arcade Spirits","240","1260","5","8","11","2.75"
"5","Fallout","180","1395","7","14","30","10"
