"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","1440","19230","12","36","405","16.875"
"2","Visage","390","5400","13","24","174","26.76923"
"3","Apex Legends","345","3915","10","16","170","29.565217"
"4","Guts and Glory","315","4875","15","20","89","16.95238"
"5","Splitgate","285","5100","13","35","1183","249.052631"
"6","Battlefield V","240","2535","9","19","60","15"
"7","Overwatch","240","2880","9","17","59","14.75"
"8","Insurgency: Sandstorm","240","5010","14","44","1763","440.75"
"9","Just Chatting","210","1530","7","14","173","49.428571"
"10","Resident Evil 2","210","3390","12","23","54","15.428571"
"11","Wolfenstein: Youngblood","195","2550","13","16","37","11.384615"
"12","Call of Duty: Black Ops III","180","1710","9","12","36","12"
"13","Cry of Fear","165","2145","13","21","57","20.727272"
"14","Tom Clancy's Rainbow Six Siege","165","1950","10","17","72","26.181818"
"15","PUBG: BATTLEGROUNDS","165","2085","11","16","169","61.454545"
"16","Dusk","120","1470","12","21","49","24.5"
"17","Metro Exodus","120","1455","11","19","41","20.5"
"18","Grand Theft Auto V","105","1005","9","18","62","35.428571"
"19","Marbles on Stream","90","2250","25","29","66","44"
"20","Hand Simulator","90","960","10","13","17","11.333333"
"21","Battlefield 4","90","1395","15","22","36","24"
"22","DOOM II: Hell on Earth","60","765","12","15","20","20"
"23","INSURGENCY: Modern Infantry Combat","60","2475","41","55","102","102"
"24","Ratz Instagib","60","690","11","13","19","19"
"25","ROBLOX","60","1020","17","23","11","11"
"26","Escape from Tarkov","45","570","12","14","22","29.333333"
"27","The Sims 4","45","555","12","14","12","16"
"28","Games + Demos","45","630","14","15","8","10.666666"
"29","Call of Duty: Black Ops 4","45","705","15","17","19","25.333333"
"30","Deathgarden: BLOODHARVEST","30","300","10","10","7","14"
"31","Call of Duty: WWII","30","390","13","14","24","48"
"32","Call of Duty: Modern Warfare 2","30","435","14","15","11","22"
"33","Unreal Tournament","30","360","12","12","9","18"
"34","Battalion 1944","30","360","12","13","13","26"
"35","Warface","30","495","16","19","20","40"
"36","Dead Space (2008)","15","210","14","14","10","40"
"37","Gears of War 4","15","135","9","9","12","48"
"38","Kartong - Death by Cardboard!","15","135","9","9","6","24"
