"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Warframe","1125","12270","9","17","193","10.293333"
"2","Super Mario Maker 2","735","7935","10","13","114","9.306122"
"3","Teamfight Tactics","585","5835","9","18","98","10.051282"
"4","Super Mario Odyssey","405","4080","10","15","52","7.703703"
"5","Overwatch","300","2745","8","12","46","9.2"
"6","Golf It!","195","1530","7","9","19","5.846153"
"7","Minecraft","195","1995","9","13","19","5.846153"
"8","Marvel Ultimate Alliance 3: The Black Order","165","1440","7","12","27","9.818181"
"9","Crash Team Racing Nitro-Fueled","150","1305","8","12","15","6"
"10","Unlisted on Twitch","30","150","5","8","7","14"
"11","Just Chatting","15","210","14","14","34","136"
