"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Sea of Thieves","1185","5130","3","8","98","4.962025"
"2","Outward","825","5295","5","14","146","10.618181"
"3","EverQuest","630","4335","6","11","74","7.047619"
"4","Rocket League","360","1380","3","5","54","9"
"5","Borderlands 2","180","990","5","8","10","3.333333"
"6","Of Guards and Thieves","135","510","3","5","9","4"
"7","PULSAR: Lost Colony","120","390","3","5","6","3"
"8","Ring of Elysium","120","645","5","6","5","2.5"
"9","The Witcher","105","315","3","3","4","2.285714"
"10","Terraria","105","330","3","4","0","0"
"11","7 Days to Die","75","300","3","5","3","2.4"
"12","State of Decay 2","75","300","4","4","5","4"
"13","Blazing Chrome","30","195","6","8","4","8"
"14","Dark Souls","15","75","5","5","0","0"
"15","Dungeons & Dragons: Chronicles of Mystara","15","45","3","3","3","12"
