"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Ring of Elysium","2250","33930","13","44","2382","63.52"
"2","Counter-Strike: Global Offensive","975","12180","12","19","653","40.184615"
"3","Minecraft","660","8055","12","28","535","48.636363"
"4","Just Chatting","540","5505","9","21","592","65.777777"
"5","Battalion 1944","435","4950","11","21","412","56.827586"
"6","PUBG: BATTLEGROUNDS","210","3405","15","32","107","30.571428"
"7","Tom Clancy's Rainbow Six Siege","165","2415","14","18","83","30.181818"
"8","Quake Champions","45","420","9","10","47","62.666666"
"9","We Were Here Too","15","105","7","7","0","0"
"10","Apex Legends","15","225","15","15","25","100"
