"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","PAYDAY 2","675","9750","13","21","217","19.288888"
"2","Welcome to the Game II","660","14325","22","47","328","29.818181"
"3","Friday the 13th: The Game","345","4215","12","23","81","14.086956"
"4","Just Chatting","300","4485","14","20","93","18.6"
"5","VRChat","165","2220","13","16","39","14.181818"
"6","Risk of Rain 2","150","1365","8","11","24","9.6"
"7","Papers, Please","135","960","7","10","18","8"
"8","Kingspray Graffiti","120","915","8","10","12","6"
"9","Visage","90","840","9","12","33","22"
"10","Arizona Sunshine","75","1050","14","17","13","10.4"
"11","Celeste","30","135","4","5","4","8"
