"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","SMITE","3660","109920","27","81","1036","16.983606"
"2","Dota Underlords","2910","80640","27","58","591","12.185567"
"3","Friday the 13th: The Game","1485","61050","36","80","741","29.939393"
"4","Apex Legends","645","23445","35","60","183","17.023255"
"5","PUBG: BATTLEGROUNDS","195","8820","45","52","36","11.076923"
"6","Madden NFL 19","180","6285","34","43","44","14.666666"
"7","FIFA 18","165","6510","37","56","99","36"
"8","Hunt: Showdown","120","3120","26","42","57","28.5"
"9","BattleBlock Theater","120","2280","23","58","29","14.5"
"10","Need for Speed: Rivals","120","4635","38","45","24","12"
"11","Star Wars: Battlefront II","105","2850","27","44","46","26.285714"
"12","Unravel Two","90","3705","41","51","20","13.333333"
"13","Madden NFL 20","60","615","10","12","6","6"
"14","Ring of Elysium","45","270","6","8","16","21.333333"
"15","Deceit","45","1125","25","38","18","24"
"16","Dead by Daylight","30","1350","45","53","1","2"
"17","Unlisted on Twitch","15","390","26","26","19","76"
"18","League of Legends","15","120","8","8","6","24"
"19","Battlefield V","15","540","36","36","11","44"
