"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Sekiro: Shadows Die Twice","540","3525","6","14","220","24.444444"
"2","Craft the World","435","3795","8","14","507","69.931034"
"3","Darkest Dungeon","270","2445","8","16","204","45.333333"
"4","The Legend of Zelda: Breath of the Wild","210","1140","4","9","228","65.142857"
"5","Heavy Rain","165","615","3","7","94","34.181818"
"6","A Plague Tale: Innocence","150","375","2","4","35","14"
"7","DayZ","135","810","6","13","111","49.333333"
"8","PlanetSide 2","120","960","8","12","143","71.5"
"9","Worms W.M.D","120","705","5","10","52","26"
"10","Resident Evil 6","105","540","5","7","141","80.571428"
"11","Furi","105","630","6","10","85","48.571428"
"12","Dead by Daylight","90","195","2","4","83","55.333333"
"13","The Cycle","75","600","8","13","75","60"
"14","Bus Driver Simulator 2019","60","810","13","16","95","95"
"15","Overwatch","60","150","2","4","25","25"
"16","Talk Shows & Podcasts","45","375","8","13","51","68"
"17","Games + Demos","45","315","7","8","19","25.333333"
