"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","3870","7740","1","9","242","3.751937"
"2","HITMAN 2","540","975","1","4","22","2.444444"
"3","Call of Duty: Black Ops II","435","1440","2","7","27","3.724137"
"4","Fortnite","300","825","2","6","27","5.4"
"5","Minecraft","255","525","1","4","11","2.588235"
"6","NBA 2K18","195","615","3","5","6","1.846153"
"7","Today is my Birthday","195","750","3","6","15","4.615384"
"8","Just Chatting","135","330","2","7","14","6.222222"
"9","Super Smash Bros. Ultimate","105","180","1","3","9","5.142857"
"10","Twitch Sings","105","315","2","6","5","2.857142"
"11","Assassin's Creed III","60","90","1","2","2","2"
"12","skribbl.io","30","120","4","4","1","2"
"13","Super Mario Bros. 2","15","30","2","2","0","0"
"14","TypeRacer","15","60","4","4","0","0"
"15","TETRIS 99","15","45","3","3","1","4"
"16","Soccer","15","30","2","2","0","0"
