"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Trials Rising","225","7635","34","48","457","121.866666"
"2","Tom Clancy's Rainbow Six Siege","135","4980","36","95","444","197.333333"
"3","Event[0]","120","4515","37","52","278","139"
"4","Tom Clancy's The Division 2","120","7170","59","74","365","182.5"
"5","Assassin's Creed Odyssey","105","5985","57","68","471","269.142857"
"6","Into the Breach","105","3375","32","41","350","200"
"7","Science & Technology","105","6810","64","79","339","193.714285"
"8","Tom Clancy's Splinter Cell","105","2895","27","34","324","185.142857"
"9","The Settlers II: Veni, Vidi, Vici","90","3420","38","66","314","209.333333"
"10","Far Cry New Dawn","75","2910","38","45","222","177.6"
"11","Space Junkies","60","1560","26","43","218","218"
