"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Grand Theft Auto V","2535","12435","4","11","350","8.284023"
"2","Apex Legends","690","2385","3","7","73","6.347826"
"3","Overwatch","675","3360","3","10","66","5.866666"
"4","Monopoly Plus","330","990","2","6","31","5.636363"
"5","Minecraft","315","1560","4","10","38","7.238095"
"6","Marvel's Spider-Man","255","870","3","7","23","5.411764"
"7","Tom Clancy's Rainbow Six Siege","210","1185","5","8","19","5.428571"
"8","Beat Saber","90","225","2","6","18","12"
"9","Twitch Sings","75","270","3","5","8","6.4"
"10","Kingdom: New Lands","60","135","2","3","4","4"
"11","UNO","60","345","5","6","2","2"
"12","Unlisted on Twitch","45","105","2","3","0","0"
"13","Just Chatting","45","240","5","6","9","12"
