"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","1740","12165","7","25","351","12.103448"
"2","Dota Underlords","990","13740","12","28","148","8.969696"
"3","Sid Meier's Civilization VI","825","900","1","3","78","5.672727"
"4","Battalion 1944","435","6285","12","25","123","16.965517"
"5","Borderlands","285","3465","11","17","53","11.157894"
"6","Call of Duty: Black Ops 4","270","1080","3","19","32","7.111111"
"7","Star Citizen","210","2715","14","21","53","15.142857"
"8","Apex Legends","135","2115","15","23","19","8.444444"
"9","Grand Theft Auto V","105","300","2","4","16","9.142857"
"10","Squad","90","120","1","2","13","8.666666"
"11","PUBG Mobile","90","1200","13","19","14","9.333333"
"12","Godhood","90","1080","12","23","14","9.333333"
"13","Insurgency: Sandstorm","60","45","0","1","5","5"
"14","PUBG: BATTLEGROUNDS","45","615","13","16","8","10.666666"
"15","Monster Hunter: World","30","15","0","1","4","8"
"16","Deathgarden: BLOODHARVEST","30","270","9","11","3","6"
"17","Escape from Tarkov","30","45","1","2","2","4"
"18","Dota 2","30","60","2","2","1","2"
"19","Borderlands 2","15","60","4","4","8","32"
"20","Minecraft","15","30","2","2","2","8"
"21","Unlisted on Twitch","15","15","1","1","0","0"
"22","They Are Billions","15","0","0","0","0","0"
