"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Battlefield 1","525","4665","6","19","117","13.371428"
"2","Battlefield V","300","3600","10","27","55","11"
"3","Unlisted on Twitch","225","1275","5","8","47","12.533333"
"4","Fortnite","210","945","4","10","36","10.285714"
"5","Monopoly Family Fun Pack","150","1650","11","13","28","11.2"
"6","Tom Clancy's The Division 2","150","1845","12","14","26","10.4"
"7","Monopoly","135","1305","9","13","23","10.222222"
"8","Minecraft","105","675","7","9","15","8.571428"
"9","Outlast","90","1035","11","24","35","23.333333"
"10","Crash Bandicoot N. Sane Trilogy","45","135","3","4","7","9.333333"
"11","Just Chatting","30","195","6","7","7","14"
"12","Travel & Outdoors","15","30","2","2","0","0"
"13","Sonic Mania","15","120","8","8","4","16"
