"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Art","4155","170085","40","86","21077","304.36101"
"2","Terraria","2520","141540","54","91","8520","202.857142"
"3","Path of Exile","1335","61800","43","78","10473","470.696629"
"4","Games + Demos","1110","51225","44","62","2511","135.729729"
"5","Siren","1095","68445","60","88","2356","129.09589"
"6","The Diamond and the Sound of a Gunshot","1020","54180","52","76","1469","86.411764"
"7","Tantei Jinguuji Saburo: Innocent Black","705","28800","38","58","1647","140.170212"
"8","Silent Hill 4: The Room","645","39570","62","91","3835","356.744186"
"9","Fatal Frame II: Crimson Butterfly","570","33705","56","79","2071","218"
"10","Silent Hill 3","495","30015","60","72","1812","219.636363"
"11","Kageroh: Shadow Corridor","480","32190","67","84","601","75.125"
"12","FIVE NIGHTS AT FREDDY'S: HELP WANTED","390","26730","67","89","450","69.230769"
"13","Armored Core: Nexus","360","15540","43","54","346","57.666666"
"14","Gungrave: Overdose","330","14940","45","54","471","85.636363"
"15","Silent Hill: Homecoming","300","16110","47","72","897","179.4"
"16","Monster Hunter: World","150","5940","39","57","290","116"
"17","Gungrave","105","6825","65","73","907","518.285714"
"18","Just Chatting","90","3150","43","76","380","253.333333"
"19","Fitness & Health","45","1710","37","40","116","154.666666"
"20","Special Events","30","2115","70","73","397","794"
