"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Golf Club 2019 featuring PGA Tour","855","8580","10","21","181","12.701754"
"2","Super Mega Baseball 2","570","6975","11","28","174","18.315789"
"3","The Witcher 3: Wild Hunt","405","5550","12","24","102","15.111111"
"4","Car Mechanic Simulator 2018","405","5850","14","25","157","23.259259"
"5","Layers of Fear 2","180","2520","14","18","47","15.666666"
"6","World of Warcraft","150","1365","9","12","26","10.4"
"7","Tom Clancy's Ghost Recon: Wildlands","150","1890","12","18","48","19.2"
"8","Trials Rising","135","1830","13","22","55","24.444444"
"9","Dead by Daylight","120","1710","14","17","15","7.5"
"10","Just Chatting","75","1095","14","18","19","15.2"
