"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","1350","21840","14","27","579","25.733333"
"2","Overwatch","1320","21090","15","24","469","21.318181"
"3","Minecraft","735","10410","14","23","184","15.020408"
"4","Dead by Daylight","660","9300","12","22","221","20.090909"
"5","Apex Legends","600","7815","10","18","228","22.8"
"6","Valley","390","4365","11","17","74","11.384615"
"7","Unlisted on Twitch","240","3735","14","18","99","24.75"
"8","Golf With Your Friends","195","2835","14","18","74","22.76923"
"9","UNO","165","2580","18","27","53","19.272727"
"10","Don't Starve Together","135","1590","11","13","27","12"
"11","Just Chatting","105","870","9","16","54","30.857142"
"12","Pacify","45","540","12","14","19","25.333333"
"13","Clue","45","720","16","19","20","26.666666"
"14","Oxenfree","30","405","13","14","23","46"
"15","Alien: Isolation","15","240","16","16","23","92"
"16","Last Day of June","15","210","14","14","0","0"
"17","Getting Over It with Bennett Foddy","15","255","17","17","20","80"
