"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's The Division 2","1290","4065","2","6","166","7.72093"
"2","Satisfactory","930","2025","1","5","35","2.258064"
"3","Destiny 2","630","1650","2","6","89","8.47619"
"4","Assassin's Creed Unity","555","1365","2","7","23","2.486486"
"5","Science & Technology","195","525","2","4","16","4.923076"
"6","Factorio","105","210","1","3","17","9.714285"
"7","Tom Clancy's Rainbow Six Siege","45","135","3","4","4","5.333333"
"8","Unlisted on Twitch","30","75","2","3","1","2"
"9","Just Chatting","30","15","0","1","5","10"
"10","Project Eagle","15","45","3","3","0","0"
"11","Orwell","15","30","2","2","0","0"
