"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","990","5430","5","10","166","10.060606"
"2","Rocket League","810","5085","5","12","162","12"
"3","Tom Clancy's Rainbow Six Siege","540","3885","6","11","102","11.333333"
"4","Uncharted: The Nathan Drake Collection","495","3375","6","10","59","7.151515"
"5","Alan Wake","225","1350","6","8","30","8"
"6","Just Chatting","195","945","4","7","23","7.076923"
"7","Hearthstone","180","1230","6","11","29","9.666666"
"8","Raft","120","600","4","8","15","7.5"
"9","Last Day of June","105","645","6","8","20","11.428571"
"10","Moonlighter","30","120","4","4","7","14"
