"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","3435","43635","11","26","3443","60.139737"
"2","League of Legends","1995","26640","12","33","2068","62.195488"
"3","Stardew Valley","1545","17955","11","23","903","35.067961"
"4","World of Warcraft","1155","16575","13","31","773","40.155844"
"5","House Flipper","840","10485","10","24","647","46.214285"
"6","Just Chatting","570","10965","18","29","576","60.631578"
"7","Art","420","7785","17","30","371","53"
"8","Human: Fall Flat","345","5460","13","26","171","29.73913"
"9","Scribble+","255","3855","14","20","82","19.294117"
"10","skribbl.io","210","3060","14","22","93","26.571428"
"11","Layers of Fear 2","180","1905","10","14","54","18"
"12","No Man's Sky","165","2070","12","16","122","44.363636"
"13","Gears of War 4","165","1845","11","17","91","33.090909"
"14","Pummel Party","135","1125","8","11","49","21.777777"
"15","Marbles on Stream","105","1740","15","20","70","40"
"16","Overcooked!","15","180","12","12","12","48"
