"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Monday 22nd July 2019 00:05","https://sullygnome.com/channel/msmatchedsocks/stream/34995511952","115","1150","10","15","2","1","20","10","Makers &amp; Crafting"
"2","Friday 19th July 2019 00:26","https://sullygnome.com/channel/msmatchedsocks/stream/34957367840","109","436","4","8","1","0","4","2","Makers &amp; Crafting"
"3","Monday 15th July 2019 00:20","https://sullygnome.com/channel/msmatchedsocks/stream/34907554224","235","2585","11","20","3","0","40","10","Makers &amp; Crafting"
"4","Friday 12th July 2019 00:56","https://sullygnome.com/channel/msmatchedsocks/stream/34870432704","139","1668","12","18","6","2","35","15","Makers &amp; Crafting"
"5","Monday 8th July 2019 00:00","https://sullygnome.com/channel/msmatchedsocks/stream/34820102976","150","1350","9","13","1","0","21","8","Makers &amp; Crafting"
"6","Monday 1st July 2019 00:16","https://sullygnome.com/channel/msmatchedsocks/stream/34734112592","269","2959","11","18","3","0","47","9","Makers &amp; Crafting"
