"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Minecraft","4005","69435","16","49","1641","24.584269"
"2","Teamfight Tactics","3495","28200","7","18","846","14.523605"
"3","Monster Boy and the Cursed Kingdom","1140","10410","8","17","186","9.789473"
"4","Retro","960","9330","9","17","212","13.25"
"5","Borderlands 2","855","8670","9","16","223","15.649122"
"6","League of Legends","375","2280","5","11","48","7.68"
"7","Just Chatting","225","2010","6","18","139","37.066666"
"8","Z1: Battle Royale","150","1260","8","12","43","17.2"
"9","Keep Talking and Nobody Explodes","135","840","6","9","28","12.444444"
"10","Monster Hunter: World","105","1260","12","14","66","37.714285"
"11","Age of Empires II","60","750","12","15","27","27"
