"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Atelier Shallie: Alchemists of the Dusk Sea","1170","7305","6","12","78","4"
"2","FINAL FANTASY V","885","5685","5","22","64","4.338983"
"3","FINAL FANTASY VIII","840","7200","6","27","103","7.357142"
"4","FINAL FANTASY IX","705","5550","7","15","106","9.021276"
"5","FINAL FANTASY VII","690","4065","5","15","65","5.652173"
"6","The Forest","645","3375","5","9","23","2.139534"
"7","FINAL FANTASY X","630","6735","11","22","68","6.47619"
"8","FINAL FANTASY VI","615","3660","5","11","58","5.658536"
"9","FINAL FANTASY III","555","4815","7","27","61","6.594594"
"10","Spy Fiction","540","2370","4","7","35","3.888888"
"11","FINAL FANTASY IV","480","4800","11","17","39","4.875"
"12","Super Mario 64","450","1740","3","7","20","2.666666"
"13","FINAL FANTASY II","285","1320","4","7","16","3.368421"
"14","FINAL FANTASY","135","570","4","7","8","3.555555"
