"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Games + Demos","975","15030","14","27","261","16.061538"
"2","Night Call","735","12885","16","31","226","18.448979"
"3","The Evil Within","615","10650","16","38","196","19.121951"
"4","Streets of Rogue","405","5985","14","24","100","14.814814"
"5","Visage","405","9765","22","34","98","14.518518"
"6","Smile For Me","345","4965","12","23","70","12.173913"
"7","Sheltered","270","4125","12","22","85","18.888888"
"8","Bloodstained: Ritual of the Night","225","2160","9","13","27","7.2"
"9","Music","120","1305","10","15","28","14"
"10","60 Seconds!","75","1620","21","27","32","25.6"
"11","She Sees Red","30","345","11","12","5","10"
