"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Super Mario Odyssey","2175","240555","107","1322","6319","174.317241"
"2","The Legend of Zelda: A Link to the Past","1680","372390","208","580","6502","232.214285"
"3","The Legend of Zelda: Ocarina of Time","1215","203955","170","407","3414","168.592592"
"4","Super Mario World 2: Yoshi's Island","615","67380","117","166","1280","124.878048"
"5","The Legend of Zelda: The Wind Waker","525","85095","190","554","1814","207.314285"
"6","Super Mario Maker 2","210","55860","292","746","671","191.714285"
"7","Super Metroid","180","59865","332","367","520","173.333333"
"8","Donkey Kong Country: Tropical Freeze","180","38520","214","255","1093","364.333333"
"9","Pokémon Snap","165","20460","124","202","528","192"
"10","The Legend of Zelda","150","24165","161","178","364","145.6"
"11","Wave Race 64","120","20130","167","180","206","103"
"12","Just Chatting","120","16245","121","192","590","295"
"13","Audio Diagnostics","90","4260","47","53","216","144"
"14","Star Fox 64","75","8730","151","210","121","96.8"
"15","Pokémon Stadium","60","9900","165","174","45","45"
"16","Donkey Kong Country 2: Diddy's Kong Quest","45","13575","301","364","408","544"
