"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Slay the Spire","5190","820530","158","286","27718","320.439306"
"2","Hollow Knight","270","19635","72","94","802","178.222222"
"3","Celeste","135","11505","85","120","1599","710.666666"
"4","Nova Drift","45","5025","111","142","219","292"
"5","Just Chatting","30","6060","202","206","331","662"
"6","Spelunky","30","3510","117","120","142","284"
