"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dead Space (2008)","600","1380","1","5","24","2.4"
"2","Tomb Raider: Anniversary","405","1290","2","5","19","2.814814"
"3","Star Fox 64","105","315","3","4","3","1.714285"
"4","Portal 2","90","405","4","6","4","2.666666"
"5","Clustertruck","90","210","2","3","5","3.333333"
"6","For the King","90","300","3","4","6","4"
"7","Game Dev Studio","90","150","1","2","7","4.666666"
"8","Just Chatting","60","165","2","5","2","2"
"9","Mario Tennis","60","285","4","6","5","5"
"10","Enter the Gungeon","60","90","1","2","3","3"
"11","Diddy Kong Racing","45","135","3","4","2","2.666666"
"12","Mario Kart 64","45","225","5","6","2","2.666666"
"13","South Park Rally","15","60","4","4","0","0"
