"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Battlefield V","285","1575","4","13","47","9.894736"
"2","Apex Legends","225","825","3","11","41","10.933333"
