"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Teamfight Tactics","840","13455","15","42","688","49.142857"
"2","Fortnite","540","6855","10","22","436","48.444444"
"3","League of Legends","420","7320","15","54","529","75.571428"
"4","The Forest","195","2835","14","26","79","24.307692"
"5","Just Chatting","120","1185","8","18","105","52.5"
"6","Minecraft","90","1200","13","17","83","55.333333"
"7","Raft","90","1125","12","15","58","38.666666"
"8","World of Warcraft","60","900","15","21","122","122"
"9","Minion Masters","45","480","10","12","13","17.333333"
"10","Bendy and the Ink Machine","15","210","14","14","18","72"
"11","Audition Online","15","195","13","13","7","28"
"12","Unlisted on Twitch","15","195","13","13","10","40"
