"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Warframe","5415","1938810","311","604","481150","5331.301939"
"2","World of Warcraft","1635","648840","364","602","102981","3779.119266"
"3","Cities: Skylines","1545","868335","559","1016","125345","4867.76699"
"4","XCOM 2","1515","589740","386","672","123090","4874.851485"
"5","Assassin's Creed Odyssey","735","341130","458","592","45082","3680.163265"
"6","Destiny 2","630","224580","316","504","52104","4962.285714"
"7","Surviving Mars","540","286305","559","644","50087","5565.222222"
"8","Mutant Year Zero: Road to Eden","405","153015","384","508","38894","5762.074074"
"9","The Legend of Zelda: Breath of the Wild","390","183915","471","552","28937","4451.846153"
"10","Tom Clancy's The Division 2","330","132435","366","465","25835","4697.272727"
"11","Talk Shows & Podcasts","315","115845","372","464","21115","4021.904761"
"12","Heroes of Might and Magic III: The Shadow of Death","315","205665","652","822","26930","5129.523809"
"13","Minecraft","300","167790","559","682","21595","4319"
"14","Wolfenstein: Youngblood","300","146235","487","672","26803","5360.6"
"15","Nintendo Labo: Toy-Con 04 - VR Kit","150","82185","547","789","10748","4299.2"
"16","Beat Saber","120","64650","538","575","8509","4254.5"
