"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Apex Legends","945","2805","2","10","102","6.47619"
"2","DiRT 4","555","1860","2","5","30","3.243243"
"3","RAGE 2","300","840","2","6","17","3.4"
"4","Red Dead Redemption 2","240","675","2","5","23","5.75"
"5","Call of Duty: WWII","195","525","2","4","13","4"
"6","Call of Duty: Black Ops 4","165","705","4","7","39","14.181818"
"7","Mafia III","135","480","3","8","12","5.333333"
"8","Call of Duty: Modern Warfare Remastered","120","165","2","3","2","1"
"9","Star Wars Battlefront II","90","225","2","4","2","1.333333"
"10","Mirror's Edge Catalyst","60","105","1","3","2","2"
"11","Plants vs. Zombies: Garden Warfare 2","60","240","4","5","1","1"
"12","Assassin's Creed Odyssey","45","60","1","2","5","6.666666"
"13","Heavy Rain","30","90","3","4","1","2"
"14","Far Cry 3","30","150","5","6","3","6"
"15","Star Wars Battlefront","30","75","2","3","5","10"
"16","PUBG: BATTLEGROUNDS","15","75","5","5","1","4"
"17","Worms Battlegrounds","15","30","2","2","1","4"
"18","Just Chatting","15","0","0","0","0","0"
"19","Battlefield V","15","30","2","2","2","8"
