"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Binding of Isaac: Repentance","2865","60630","20","48","1326","27.769633"
"2","7 Days to Die","2520","54255","20","46","1046","24.904761"
"3","ShellShock Live","1140","25740","21","36","571","30.052631"
"4","Rocket League","690","15540","21","49","396","34.434782"
"5","Just Chatting","600","6030","9","23","679","67.9"
"6","The Jackbox Party Pack 5","405","9915","24","39","242","35.851851"
"7","Super Hexagon","285","4095","14","20","203","42.736842"
"8","Feral Fury","210","3480","16","23","78","22.285714"
"9","Terraria","195","3570","18","20","36","11.076923"
"10","Jackbox Party Packs","180","4110","24","30","126","42"
"11","Food & Drink","45","495","11","12","21","28"
"12","Left 4 Dead 2","15","450","30","30","0","0"
"13","The Jackbox Party Pack 2","15","345","23","23","27","108"
