"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Monday 29th July 2019 23:28","https://sullygnome.com/channel/leshawiconshow/stream/35091596496","77","770","10","11","1","0","22","14","Talk Shows &amp; Podcasts"
"2","Monday 22nd July 2019 23:24","https://sullygnome.com/channel/leshawiconshow/stream/35007070624","126","504","4","6","0","0","18","8","Talk Shows &amp; Podcasts"
"3","Monday 15th July 2019 23:24","https://sullygnome.com/channel/leshawiconshow/stream/34919087680","96","672","7","9","0","0","16","10","Talk Shows &amp; Podcasts"
"4","Monday 8th July 2019 23:24","https://sullygnome.com/channel/leshawiconshow/stream/34831975616","96","768","8","10","0","0","24","13","Talk Shows &amp; Podcasts"
"5","Monday 1st July 2019 23:24","https://sullygnome.com/channel/leshawiconshow/stream/34745613040","111","666","6","9","0","0","18","9","Talk Shows &amp; Podcasts"
"6","Monday 1st July 2019 01:00","https://sullygnome.com/channel/leshawiconshow/stream/34734521792","165","165","1","3","-1","0","19","6","Talk Shows &amp; Podcasts"
