"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Fortnite","780","2055","2","6","187","14.384615"
"2","Minecraft","210","765","3","6","69","19.714285"
"3","Battalion Legacy","90","180","2","4","23","15.333333"
"4","League of Legends","15","15","1","1","0","0"
