"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","7 Days to Die","1230","10680","7","17","146","7.121951"
"2","Overwatch","780","4395","5","9","65","5"
"3","FINAL FANTASY XIII-2","615","4155","6","13","56","5.463414"
"4","Days Gone","495","3390","6","12","33","4"
"5","Sekiro: Shadows Die Twice","330","2340","6","10","40","7.272727"
"6","Octopath Traveler","315","2415","7","14","51","9.714285"
"7","Child of Light","270","1500","4","9","17","3.777777"
"8","Nioh","240","1260","4","8","22","5.5"
"9","RAGE 2","225","1650","7","11","39","10.4"
"10","Ōkami","210","915","4","7","19","5.428571"
"11","Dark Souls","150","870","5","7","20","8"
"12","Talk Shows & Podcasts","105","660","6","9","10","5.714285"
"13","A Plague Tale: Innocence","60","480","8","11","9","9"
