"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Dota Underlords","915","5475","4","12","59","3.868852"
"2","Marvel Ultimate Alliance 3: The Black Order","285","1065","3","5","12","2.526315"
"3","Bloodstained: Ritual of the Night","165","1065","4","8","14","5.090909"
"4","Just Chatting","15","45","3","3","5","20"
