"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Thursday 4th July 2019 17:15","https://sullygnome.com/channel/gameinc/stream/34778739024","45","180","4","7","0","0","9","9","Talk Shows &amp; Podcasts"
"2","Wednesday 3rd July 2019 17:29","https://sullygnome.com/channel/gameinc/stream/34766606400","61","61","1","2","-1","0","9","7","Talk Shows &amp; Podcasts"
"3","Monday 1st July 2019 17:16","https://sullygnome.com/channel/gameinc/stream/34741492368","59","236","4","9","1","0","16","12","Talk Shows &amp; Podcasts"
