"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","6810","677790","93","444","23915","210.704845"
"2","Minecraft","1350","74685","51","76","1727","76.755555"
"3","Rust","525","29100","55","101","1094","125.028571"
"4","League of Legends","330","24540","79","93","991","180.181818"
"5","Princess Maker 2","315","14370","45","52","274","52.190476"
"6","Kingdoms and Castles","300","25110","83","121","717","143.4"
"7","Tales Runner","255","14070","51","72","344","80.941176"
"8","Unlisted on Twitch","210","9150","41","56","360","102.857142"
"9","Games + Demos","180","13575","75","115","253","84.333333"
"10","PUBG: BATTLEGROUNDS","135","9720","72","99","220","97.777777"
"11","Dead by Daylight","105","2865","27","30","72","41.142857"
"12","Friday the 13th: The Game","75","3930","52","56","103","82.4"
"13","60 Seconds!","75","6255","83","90","228","182.4"
"14","The Binding of Isaac: Repentance","30","2625","87","99","90","180"
