"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Z1: Battle Royale","2085","11475","4","19","588","16.920863"
"2","Teamfight Tactics","1995","5910","2","11","322","9.68421"
"3","League of Legends","1800","4350","1","5","289","9.633333"
"4","Magic: The Gathering","1020","2505","2","9","87","5.117647"
"5","NHL 19","810","2580","2","8","111","8.222222"
"6","Travel & Outdoors","630","2280","2","9","167","15.904761"
"7","Cities: Skylines","600","1815","2","6","56","5.6"
"8","Grand Theft Auto V","465","1515","2","7","46","5.935483"
"9","NHL 20","435","1305","2","6","62","8.551724"
"10","Don't Starve Together","195","630","3","6","42","12.923076"
"11","Moonlighter","135","225","2","3","9","4"
"12","Just Chatting","90","525","5","7","23","15.333333"
"13","The Legend of Zelda: Breath of the Wild","45","120","2","3","14","18.666666"
"14","Geometry Wars: Retro Evolved 2","30","105","3","4","10","20"
"15","Monster Hunter: World","30","60","2","2","4","8"
"16","Contraption Maker","30","105","3","5","1","2"
"17","Realm of the Mad God","15","45","3","3","4","16"
