"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Counter-Strike: Global Offensive","4125","48510","10","127","1486","21.614545"
"2","Overwatch","1875","30420","12","108","799","25.568"
"3","Beat Saber","1050","19590","19","126","711","40.628571"
"4","League of Legends","675","5265","8","25","125","11.111111"
"5","Hunt: Showdown","360","4635","10","36","180","30"
"6","Far Cry New Dawn","345","1125","3","6","82","14.260869"
"7","Pavlov VR","300","1860","5","12","99","19.8"
"8","Paranormal Activity: The Lost Soul","150","1305","10","15","52","20.8"
"9","skribbl.io","90","1665","18","24","25","16.666666"
"10","Metro Exodus","75","195","2","6","17","13.6"
"11","PUBG: BATTLEGROUNDS","75","1215","16","20","13","10.4"
"12","Flying Aces - Navy Pilot Simulator","60","465","7","10","4","4"
"13","Teamfight Tactics","30","150","5","5","15","30"
"14","Unlisted on Twitch","30","210","7","8","14","28"
"15","Lost","15","90","6","6","7","28"
"16","Tom Clancy's Rainbow Six Siege","15","240","16","16","0","0"
"17","Jurassic World Evolution","15","105","7","7","2","8"
"18","Hand Simulator","15","135","9","9","0","0"
