"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","2370","48375","17","47","447","11.316455"
"2","Teamfight Tactics","840","13260","19","60","208","14.857142"
"3","Counter-Strike: Global Offensive","630","10545","15","42","282","26.857142"
"4","Sea of Thieves","510","7155","13","19","88","10.352941"
"5","Super Mario Sunshine","225","3495","14","20","70","18.666666"
"6","PAYDAY 2","105","2205","21","24","39","22.285714"
"7","Don't Starve Together","90","1680","18","23","12","8"
"8","Pokémon Colosseum","60","1050","17","19","39","39"
"9","SMITE","30","315","10","12","9","18"
"10","Pokémon Snap","15","210","14","14","0","0"
