"","Stream start time","Stream URL","Stream length (mins)","Watch time (mins)","Avg viewers","Peak viewers","Followers gained","Followers per hour","Views","Views per hour","Games"
"1","Wednesday 17th July 2019 17:00","https://sullygnome.com/channel/craftyrebel/stream/34939752672","60","300","5","7","0","0","10","8","Makers &amp; Crafting"
"2","Wednesday 3rd July 2019 16:59","https://sullygnome.com/channel/craftyrebel/stream/34766262448","106","954","9","15","0","0","12","12","Makers &amp; Crafting"
