"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","900","4605","3","14","133","8.866666"
"2","Overwatch","225","1080","3","8","35","9.333333"
"3","Teamfight Tactics","60","315","5","7","8","8"
"4","Art","15","15","1","1","0","0"
