"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","DayZ","3270","8520","1","8","514","9.431192"
"2","Arma 3","2955","11010","3","15","924","18.761421"
"3","Grand Theft Auto V","1755","9840","4","48","541","18.495726"
"4","Rising Storm 2: Vietnam","285","480","2","4","101","21.263157"
"5","Hell Let Loose","270","1035","3","7","66","14.666666"
"6","The Witcher 3: Wild Hunt","105","120","1","3","24","13.714285"
"7","Music","90","300","3","4","13","8.666666"
"8","Counter-Strike: Global Offensive","60","255","4","5","27","27"
