"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","The Legend of Zelda: Breath of the Wild","750","28890","37","59","189","15.12"
"2","Red Dead Redemption 2","630","24195","40","77","198","18.857142"
"3","American Truck Simulator","600","27975","42","65","169","16.9"
"4","Tabletop Simulator","450","21555","47","65","87","11.6"
"5","Deathgarden: BLOODHARVEST","240","8565","37","56","108","27"
"6","Euro Truck Simulator 2","210","8880","42","61","107","30.571428"
"7","Cards Against Humanity","210","5040","23","54","37","10.571428"
"8","Home Sweet Home","195","7980","32","64","49","15.076923"
"9","Super Mario Maker 2","180","7320","40","60","65","21.666666"
"10","Dead by Daylight","165","7920","48","66","90","32.727272"
"11","We Were Here","120","4830","40","47","11","5.5"
"12","skribbl.io","105","4575","43","50","13","7.428571"
"13","Shadow of the Colossus","105","3300","31","52","39","22.285714"
"14","Exploding Kittens","90","3240","36","45","16","10.666666"
"15","Hidden Folks","45","1125","25","37","10","13.333333"
