"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Just Chatting","1035","29565","26","50","2591","150.202898"
"2","League of Legends","555","14310","25","62","1376","148.756756"
"3","Teamfight Tactics","360","9615","25","39","799","133.166666"
"4","Marbles on Stream","345","12660","36","53","609","105.913043"
"5","Minecraft","150","4575","27","46","363","145.2"
"6","Dead Space 2","105","2160","18","27","183","104.571428"
"7","PUBG: BATTLEGROUNDS","45","1290","28","33","111","148"
"8","Dead Space (2008)","30","540","18","18","64","128"
