"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","Tom Clancy's Rainbow Six Siege","435","2145","4","8","43","5.931034"
"2","World of Warcraft","405","1845","3","7","47","6.962962"
"3","Overwatch","210","1140","4","8","24","6.857142"
"4","Slots","150","900","5","8","30","12"
"5","Blockpost","105","525","4","11","16","9.142857"
"6","Dead by Daylight","90","555","4","17","21","14"
"7","Counter-Strike: Global Offensive","90","360","4","5","9","6"
"8","Just Chatting","75","480","6","9","4","3.2"
"9","Call of Duty: Black Ops II","60","300","4","7","15","15"
"10","Get Even","60","240","4","5","5","5"
"11","Ring of Elysium","45","120","2","3","6","8"
"12","Rocket League","45","135","3","3","4","5.333333"
"13","Unlisted on Twitch","45","210","4","5","10","13.333333"
"14","Fortnite","45","105","2","3","4","5.333333"
"15","SMITE","30","120","4","4","2","4"
"16","The Cycle","30","180","6","6","11","22"
"17","Dark Deception","30","150","5","6","4","8"
"18","Overcooked!","15","75","5","5","0","0"
"19","Borderlands 2","15","45","3","3","4","16"
"20","Age of Wonders III","15","90","6","6","4","16"
"21","Warcraft III","15","105","7","7","2","8"
"22","Call of Duty 4: Modern Warfare","15","45","3","3","8","32"
"23","Call of Duty: Modern Warfare 2","15","15","1","1","4","16"
