"","Game","Stream time (mins)","Total watch time (mins)","Average viewers","Peak viewers","Views","Views per hour"
"1","League of Legends","1275","11910","6","18","219","10.305882"
"2","Dead by Daylight","1170","11520","9","30","208","10.666666"
"3","Overwatch","585","4770","6","14","41","4.205128"
"4","Diablo III","420","3615","8","13","95","13.571428"
"5","Monster Hunter: World","375","2985","8","13","58","9.28"
"6","Octopath Traveler","300","2595","8","14","71","14.2"
"7","Games + Demos","195","2715","13","17","48","14.76923"
"8","Unheard","165","2280","12","19","5","1.818181"
"9","Keep Talking and Nobody Explodes","150","1380","9","12","21","8.4"
"10","Night Call","120","900","7","9","20","10"
"11","FINAL FANTASY XIV ONLINE","105","915","8","12","25","14.285714"
"12","Left 4 Dead 2","90","615","6","10","26","17.333333"
"13","Pokémon: Let's Go, Pikachu!","75","540","7","8","9","7.2"
"14","Teamfight Tactics","45","270","6","7","7","9.333333"
"15","Just Chatting","15","15","1","1","0","0"
